VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StorkTrunover,SalestoPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,4679,Courvoisier VS Cognac,8.63,13.49,375,11158,96293.54,10896,133127.04,69215.39,4276.89,123880.97,36833.5,27.66793283,0.976519089,1.382512679
3960,DIAGEO NORTH AMERICA INC,1623,Bulleit 95 Rye,10.07,14.99,375,9542,96087.94,9104,131243.96,86686.37,3570.25,257032.07,35156.02,26.78677175,0.954097673,1.365873386
4425,MARTIGNETTI COMPANIES,523,Castello Del Poggio Moscato,7.09,10.49,750,13546,96041.14,13022,130455.78,57271.34,1452.39,144929.24,34414.64,26.38031063,0.961316994,1.358332273
8004,SAZERAC CO INC,5033,Fireball Cinnamon Whisky,12.97,16.99,1000,7402,96003.94,6389,114938.11,62803.09,6708.45,50293.62,18934.17,16.47336119,0.863145096,1.197222843
6785,PALM BAY INTERNATIONAL INC,44719,Cavit Prosecco Lunetta,6.89,9.99,750,13908,95826.12,14860,151205.4,50648.21,1661.66,13605.41,55379.28,36.62519989,1.068449813,1.577914247
1392,CONSTELLATION BRANDS INC,31231,Nobilo Svgn Bl MarlborougH,6.49,11.99,750,14753,95746.97,14617,157501.83,58512.41,1633.12,79528.99,61754.86,39.20897935,0.990781536,1.644979784
8112,MOET HENNESSY USA INC,2893,Glenmorangie Quinta Ruban,39.67,54.99,750,2410,95604.7,2300,122300,102183.81,1814.2,48347.26,26695.3,21.82771872,0.954356846,1.279225812
3960,DIAGEO NORTH AMERICA INC,2499,Crown Royal Black,21.53,29.99,750,4429,95356.37,4262,122377.38,95100.93,3360.52,257032.07,27021.01,22.08006905,0.962293972,1.283368694
98450,Serralles Usa LLC,4145,Don Q Cristal Rum,12.68,19.99,1750,7518,95328.24,7799,132505.01,83811.67,14334.04,856.02,37176.77,28.05687876,1.037376962,1.389986955
1587,VINEYARD BRANDS INC,31320,La Vieille Ferme Rose Vntoux,4.69,6.99,750,20314,95272.66,19987,145815.63,46506.69,2236.41,6070.09,50542.97,34.66224437,0.983902727,1.530508647
1392,CONSTELLATION BRANDS INC,6420,R M Woodbridge Chard Cal,3.18,7.99,750,29951,95244.18,29537,171189.35,43943.59,3309.59,79528.99,75945.17,44.36325624,0.986177423,1.797373341
8892,TRINCHERO FAMILY ESTATES,10957,Seaglass Svgn Bl Snt Barbara,6.12,8.99,750,15556,95202.72,15576,145958.24,65577.02,1737.14,11595.97,50755.52,34.77400111,1.001285678,1.533130986
17035,PERNOD RICARD USA,4628,Martell Cordon Bleu,79.99,104.99,750,1190,95188.1,999,110015.01,52445.29,786.81,123780.22,14826.91,13.47717007,0.839495798,1.155764323
4425,MARTIGNETTI COMPANIES,14930,Yellow Tail Moscato,5.93,9.99,1500,16029,95051.97,15732,154020.92,69332.24,3523.22,144929.24,58968.95,38.286325,0.981471084,1.620386405
1590,DIAGEO CHATEAU ESTATE WINES,8921,Sterling Cab Svgn,11.45,18.99,750,8288,94897.6,8484,162549,74429.87,945.71,7259.75,67651.4,41.61908102,1.023648649,1.712888419
9165,ULTRA BEVERAGE COMPANY LLP,24419,Bonterra Mendocino Org Chard,6.74,11.99,750,14077,94878.98,13263,148890.37,63013.5,1479.54,68054.7,54011.39,36.27594585,0.942175179,1.569266132
8112,MOET HENNESSY USA INC,8223,Dom Chandon Blanc de Noir C,10.36,13.99,750,9153,94825.08,9247,139587.53,53285.14,7281.44,48347.26,44762.45,32.06765676,1.010269857,1.472052858
9815,WINE GROUP INC,14342,Cupcake Pnt Nr,4.6,6.99,750,20592,94723.2,18940,142812.6,53676.38,2115.77,27100.41,48089.4,33.67307927,0.91977467,1.50768344
1392,CONSTELLATION BRANDS INC,6960,Cooks Brut,4.6,6.99,750,20550,94530,19968,147959.32,42587.75,2236.23,79528.99,53429.32,36.11081749,0.971678832,1.565210198
9552,M S WALKER INC,38457,Smoking Loon Pnt Nr,4.59,6.79,750,20576,94443.84,18799,143160.21,48802.2,2102.49,55551.82,48716.37,34.02926693,0.913637247,1.51582369
9819,TREASURY WINE ESTATES,8700,Beringer Knights Vly Cab Svg,16.52,31.99,750,5682,93866.64,4961,137281.11,66637.45,552.67,14836.57,43414.47,31.62450391,0.873108061,1.462512241
1128,BROWN-FORMAN CORP,1927,Jack Daniels Barrel Proof,51.84,69.99,750,1810,93830.4,1359,89296.41,75888.45,1072,68601.68,-4533.99,-5.077460561,0.750828729,0.95167888
17035,PERNOD RICARD USA,3457,Olmeca Altos Plata Tequila,22.38,34.99,1750,4187,93705.06,4162,146813.38,111210.49,7651.02,123780.22,53108.32,36.17403264,0.994029138,1.566760429
3924,HEAVEN HILL DISTILLERIES,3660,Deep Eddy Ruby Red Vodka,21.05,27.99,1750,4447,93609.35,3875,100757.25,67247.19,7121.98,14069.87,7147.9,7.094179327,0.87137396,1.076358825
4425,MARTIGNETTI COMPANIES,10236,Layer Cake Malbec Mendoza,7.81,14.99,750,11985,93602.85,12944,178565.6,80862.05,1443.76,144929.24,84962.75,47.58069303,1.080016688,1.90769405
17035,PERNOD RICARD USA,8184,Kahlua,1.55,1.99,50,60365,93565.75,59842,119085.58,31366.38,3118.99,123780.22,25519.83,21.42982383,0.991336039,1.27274756
6213,MHW LTD,8398,Casamigos Blanco,33.33,46.99,750,2803,93423.99,2907,144663.93,107728.4,2291.86,9621.58,51239.94,35.41998341,1.037103104,1.54846662
3960,DIAGEO NORTH AMERICA INC,8898,Yukon Jack,18.83,25.99,1750,4944,93095.52,4910,127610.9,87716.25,9025.26,257032.07,34515.38,27.04736037,0.993122977,1.37075232
3960,DIAGEO NORTH AMERICA INC,2476,Crown Royal Maple Whisky,16.79,22.99,750,5543,93066.97,6614,157718.86,107038.31,5213.19,257032.07,64651.89,40.99185728,1.19321667,1.694681368
3924,HEAVEN HILL DISTILLERIES,3863,Evan Williams Honey Reserve,15.5,24.99,1750,6003,93046.5,5537,117859.63,83491.11,10177.72,14069.87,24813.13,21.05312056,0.922372147,1.266674512
17035,PERNOD RICARD USA,3201,Plymouth Gin,21.96,29.99,750,4226,92802.96,4142,124822.58,84819.88,3264.34,123780.22,32019.62,25.65210557,0.980123048,1.345028003
1128,BROWN-FORMAN CORP,5297,Southern Comfort,10.76,13.99,750,8616,92708.16,8010,115819.9,65972.66,6309.77,68601.68,23111.74,19.95489549,0.929665738,1.249295639
516,BANFI PRODUCTS CORP,18347,Banfi Pnt Grigio San Angelo,8.58,14.99,750,10798,92646.84,10202,156530.98,71506.63,1137.06,8510.41,63884.14,40.8124577,0.944804593,1.689544727
4425,MARTIGNETTI COMPANIES,28856,Seghesio Znfdl Sonoma,11.45,19.99,750,8085,92573.25,7099,148531.85,70874.51,790.82,144929.24,55958.6,37.67447857,0.878045764,1.604479156
660,SAZERAC NORTH AMERICA INC.,2783,Lauders Scotch,10.06,14.99,1750,9191,92461.46,9159,137384.41,79631.07,16831.57,17932.33,44922.95,32.6987247,0.996518333,1.485855945
1392,CONSTELLATION BRANDS INC,3220,Svedka Clementine Vodka,14.72,18.99,1750,6272,92323.84,5609,108114.91,75140.11,10309.53,79528.99,15791.07,14.60582079,0.894292092,1.171040004
3252,E & J GALLO WINERY,34427,Frei Bros RSV Cab Svgn Alex,13.81,21.99,750,6685,92319.85,5774,119405.58,65796.9,641.87,61966.91,27085.73,22.6838059,0.863724757,1.2933901
12546,JIM BEAM BRANDS COMPANY,361,Effen Cucumber Vodka,14.28,19.99,750,6458,92220.24,6292,132057.08,88348.26,4957.83,123880.97,39836.84,30.16637957,0.974295448,1.43197502
9165,ULTRA BEVERAGE COMPANY LLP,18013,Cecchi Sangiovese,4.69,7.99,750,19643,92125.67,19741,153620.59,55814.15,2206.73,68054.7,61494.92,40.03038916,1.004989055,1.667511238
3960,DIAGEO NORTH AMERICA INC,8440,Bailey's Espresso Creme,14.72,18.99,750,6255,92073.6,5692,115722.08,77717.91,4485.55,257032.07,23648.48,20.43558152,0.909992006,1.256843221
660,SAZERAC NORTH AMERICA INC.,5367,Sambuca di Amore,5.83,9.99,750,15786,92032.38,15699,146209.51,70905.96,12361.37,17932.33,54177.13,37.05445015,0.994488788,1.58867466
480,BACARDI USA INC,1330,Grey Goose Glass Pack,38.27,49.99,1750,2403,91962.81,2690,136831.1,59877.29,4943.32,89286.27,44868.29,32.79100292,1.119434041,1.487896031
1128,BROWN-FORMAN CORP,405,Jack Daniels & Coke,28.45,36.99,1750,3232,91950.4,3235,120414.65,50068.56,5944.14,68601.68,28464.25,23.63852737,1.000928218,1.309560915
9165,ULTRA BEVERAGE COMPANY LLP,32831,Carpineto Dogajolo Tuscan Rd,6.75,11.99,750,13610,91867.5,16312,181998.88,74581.79,1820.83,68054.7,90131.38,49.52304102,1.198530492,1.981101913
3252,E & J GALLO WINERY,11957,Souverain Cab Svgn N Cst,9.93,14.99,750,9246,91812.78,9185,110650.75,56664.55,1022.48,61966.91,18837.97,17.02471063,0.993402552,1.205178081
8664,"STOLI GROUP,(USA) LLC",3487,Stolichnaya Blueberi,12.77,16.99,750,7187,91777.99,7122,130139.78,89081.33,5611.81,18544.49,38361.79,29.47737425,0.990955893,1.417984639
1128,BROWN-FORMAN CORP,62,Herradura Silver Tequila,28.67,36.99,750,3200,91744,3125,119863.75,90154.51,2463.18,68601.68,28119.75,23.4597616,0.9765625,1.306502333
17035,PERNOD RICARD USA,22019,Mumm Napa Brut Rose,9.73,14.99,750,9424,91695.52,9803,167619.57,72758.61,1093.66,123780.22,75924.05,45.29545685,1.040216469,1.828001739
2242,DELICATO VINEYARDS INC,44334,Noble Vines 337 Cab Svgn,7.84,11.99,750,11671,91500.64,11622,142137.78,61009.45,1296.41,7982.65,50637.14,35.62539108,0.995801559,1.553407495
3252,E & J GALLO WINERY,7716,Andre Brut,3.79,5.99,750,24130,91452.7,23971,140239.79,34153.77,2686.98,61966.91,48787.09,34.78833646,0.993410692,1.533468011
1587,VINEYARD BRANDS INC,8018,La Vieille Ferme Red Ventoux,4.6,6.99,750,19854,91328.4,19622,141699.28,41103.32,2196.06,6070.09,50370.88,35.54773179,0.988314697,1.551535776
12546,JIM BEAM BRANDS COMPANY,1397,Jim Beam Kentucky Fire,10.76,16.99,750,8484,91287.84,8220,122786.3,87668.31,6478.12,123880.97,31498.46,25.65307367,0.968882603,1.345045518
2561,EDRINGTON AMERICAS,2522,The Macallan 10 Yr Fine Oak,36.92,47.99,750,2466,91044.72,2336,117841.64,95408.1,1842.27,9654.5,26796.92,22.73977178,0.947283049,1.294327008
3252,E & J GALLO WINERY,16806,Apothic Winemakers White,5.3,9.99,750,17166,90979.8,16757,147400.08,59058.71,1871.29,61966.91,56420.28,38.27696701,0.976173832,1.620140735
3960,DIAGEO NORTH AMERICA INC,4390,Ron Zacapa 23 Yr Old Rum,33.33,45.99,750,2721,90690.93,2627,117983.73,92277.48,2071.12,257032.07,27292.8,23.13268109,0.965453877,1.300942994
6213,MHW LTD,5221,RumChata Liqueur,8.59,11.99,375,10557,90684.63,10355,122543.95,75001.14,4063.01,9621.58,31859.32,25.99828062,0.980865776,1.351319954
3924,HEAVEN HILL DISTILLERIES,4382,Admiral Nelson Spiced Rum,10.44,13.99,1750,8686,90681.84,8561,122358.39,66565.83,15732.31,14069.87,31676.55,25.88833508,0.985609026,1.349315254
1392,CONSTELLATION BRANDS INC,2117,Black Velvet Traveler,5.88,8.99,750,15415,90640.2,15292,129924.08,87257.53,12047.21,79528.99,39283.88,30.23602707,0.992020759,1.433404604
1128,BROWN-FORMAN CORP,8910,Finlandia Vodka,0.77,0.99,50,117443,90431.11,116112,114950.88,15089.58,6087.7,68601.68,24519.77,21.3306501,0.988666843,1.271143083
11567,CAMPARI AMERICA,3515,Skyy Infusions Citrus Vodka,15.5,19.99,1750,5821,90225.5,5974,121365.26,83154.21,10980.06,20964.81,31139.76,25.65788596,1.026284144,1.345132584
8150,SEA HAGG DISTILLERY LLC,3598,Ice Pik Vodka,10.21,13.99,750,8830,90154.3,7884,106611.16,51258.2,6209.58,935.52,16456.86,15.43633893,0.892865232,1.182541044
8004,SAZERAC CO INC,3899,Platinum 7X Distilled Vodka,2.2,2.99,375,40916,90015.2,40782,162720.18,62275.92,16036.49,50293.62,72704.98,44.68098548,0.996724998,1.8076967
1392,CONSTELLATION BRANDS INC,6647,Estancia Chard,4.99,8.99,750,18021,89924.79,18847,163534.03,56577.51,2107.74,79528.99,73609.24,45.01157343,1.045835414,1.818564492
1392,CONSTELLATION BRANDS INC,6938,Vendange Chard,4.69,9.99,1500,19157,89846.33,18819,150520.81,55724.6,4223.37,79528.99,60674.48,40.30969538,0.982356319,1.67531395
8004,SAZERAC CO INC,5297,Southern Comfort,10.76,13.99,750,8334,89673.84,8807,123209.93,67040.08,6937.11,50293.62,33536.09,27.21865843,1.05675546,1.37397852
8004,SAZERAC CO INC,5296,Southern Comfort 100 Proof,21.01,28.99,1750,4262,89544.62,3448,99957.52,68793.27,6337.64,50293.62,10412.9,10.41732528,0.809009855,1.116287277
9552,M S WALKER INC,3041,Zhenka Pink Lemonade Vodka,5.83,9.99,1750,15351,89496.33,15317,140309.83,58415.63,28145.59,55551.82,50813.5,36.2152103,0.997785161,1.567771885
3924,HEAVEN HILL DISTILLERIES,5165,Hpnotiq Liqueur,13.33,19.99,750,6713,89484.29,6594,126652.06,91046.62,5196.92,14069.87,37167.77,29.34636041,0.982273201,1.415355254
17035,PERNOD RICARD USA,3584,Absolut Raspberri,12.49,16.99,750,7164,89478.36,7178,126690.22,93176.25,5657.63,123780.22,37211.86,29.3723225,1.001954216,1.415875526
3252,E & J GALLO WINERY,8189,Camarena Silver Tequila,25.59,31.99,1750,3490,89309.1,4279,136885.21,102112.08,7866.39,61966.91,47576.11,34.75620924,1.226074499,1.532712904
3960,DIAGEO NORTH AMERICA INC,3820,Smirnoff Citrus Vodka,13.33,22.99,1750,6699,89297.67,6719,138642.81,95962.61,12350.25,257032.07,49345.14,35.59156079,1.00298552,1.552591574
9819,TREASURY WINE ESTATES,39146,Matua Svgn Bl Marlboro,6.53,9.99,750,13672,89278.16,13573,157800.27,60797.2,1516.23,14836.57,68522.11,43.42331607,0.992758923,1.76751257
4425,MARTIGNETTI COMPANIES,42874,Decoy by Duckhorn Red Sonoma,11.38,21.99,750,7835,89162.3,7259,137588.81,61867.19,809.38,144929.24,48426.51,35.19654687,0.926483727,1.543127645
12546,JIM BEAM BRANDS COMPANY,4686,Courvoisier VS Cognac,42.96,54.99,1750,2075,89142,2026,108205.74,76588.74,3724.35,123880.97,19063.74,17.61804873,0.976385542,1.213858114
12546,JIM BEAM BRANDS COMPANY,4410,Cruzan Mango Flavored Rum,7.93,9.99,750,11240,89133.2,11304,113891.96,66591.9,8904.17,123880.97,24758.76,21.73881282,1.00569395,1.277772592
9165,ULTRA BEVERAGE COMPANY LLP,24829,Cecchi Chianti Classico,7.53,11.99,750,11824,89034.72,11502,133815.98,62216.02,1281.95,68054.7,44781.26,33.46480742,0.972767253,1.502964012
8112,MOET HENNESSY USA INC,39523,Cloudy Bay Svgn Bl Marlboro,15.53,22.99,750,5728,88955.84,5508,132992.92,52307.43,615.05,48347.26,44037.08,33.11234914,0.961592179,1.495044283
7245,PROXIMO SPIRITS INC.,2951,Old Bushmills Irish Whiskey,28.78,39.99,1750,3087,88843.86,3135,129456.65,100769.63,5763.89,38994.78,40612.79,31.37172946,1.015549077,1.457125456
2242,DELICATO VINEYARDS INC,42462,Gnarly Head Old Vine Znfdl,6.89,9.99,750,12885,88777.65,12592,125609.92,58040.13,1403.37,7982.65,36832.27,29.3227398,0.97726038,1.414882237
7239,REMY COINTREAU USA INC,2280,The Botanist Islay Dry Gin,27.4,36.99,750,3239,88748.6,2662,99373.38,78847.89,2098.84,16978.67,10624.78,10.69177681,0.821858598,1.119717719
1392,CONSTELLATION BRANDS INC,38850,Ravenswood Vntrs Bl Cab Svgn,4.65,7.99,750,19075,88698.75,19025,143317.35,49594.87,2126.93,79528.99,54618.6,38.11024974,0.997378768,1.615776434
12546,JIM BEAM BRANDS COMPANY,8673,Skinnygirl Margarita,7.87,9.99,750,11267,88671.29,11256,122034.44,64475.4,8864.37,123880.97,33363.15,27.33912656,0.999023698,1.376256509
480,BACARDI USA INC,2628,Dewars Special RSV 12-Yr,23.43,31.99,750,3780,88565.4,3547,112630.53,89305.95,2796.87,89286.27,24065.13,21.3664359,0.938359788,1.271721575
8004,SAZERAC CO INC,3218,Firefly Sweet Tea Vodka,10.23,12.99,750,8654,88530.42,8548,114734.52,71182.96,6734.35,50293.62,26204.1,22.83889801,0.987751329,1.295989785
9819,TREASURY WINE ESTATES,19636,Ch St Jean Chard Sonoma Cst,7.99,11.99,750,11075,88489.25,9905,118760.95,50310.04,1105.46,14836.57,30271.7,25.48960748,0.894356659,1.342094661
1587,VINEYARD BRANDS INC,7302,Marques de Caceres Rioja Re,6.42,10.99,750,13777,88448.34,13085,147412.15,63660.19,1459.61,6070.09,58963.81,39.99928771,0.949771358,1.666646881
8352,LUXCO INC,2132,Lord Calvert Canadian,10.23,12.99,1750,8644,88428.12,8581,113264.19,44604.24,15766.71,10261.6,24836.07,21.92755716,0.992711708,1.280861676
660,SAZERAC NORTH AMERICA INC.,4626,Meukow VS Cognac,11.19,24.49,750,7898,88378.62,7521,131418.29,56810.57,5924.01,17932.33,43039.67,32.75013699,0.952266397,1.486991877
9552,M S WALKER INC,12213,Evodia Garnacha Old Vine,5.29,8.99,750,16697,88327.13,16723,145025.77,58239.72,1867.85,55551.82,56698.64,39.09556212,1.001557166,1.641916476
3664,WILLIAM GRANT & SONS INC,1228,Glenfiddich Ancient RSV 18,69.76,95.99,750,1263,88106.88,1130,112533.7,92510.72,891.23,30234.42,24426.82,21.70622667,0.89469517,1.277240778
17035,PERNOD RICARD USA,859,Beefeater Gin,17.29,22.99,1000,5093,88057.97,5006,116057.94,77401.63,5256.3,123780.22,27999.97,24.12585472,0.98291773,1.317972013
4425,MARTIGNETTI COMPANIES,24996,Lincourt Steel Chard,6.84,9.99,750,12861,87969.24,11985,119730.15,43186.77,1339.68,144929.24,31760.91,26.52707777,0.931887101,1.361045634
3252,E & J GALLO WINERY,2152,New Amsterdam Gin,7.19,9.99,750,12182,87588.58,12030,128623.7,86822.93,9478.42,61966.91,41035.12,31.90323401,0.987522574,1.468498519
660,SAZERAC NORTH AMERICA INC.,8370,Chi Chi's Margarita,5.71,8.99,1750,15333,87551.43,15303,130515.97,68211.88,28118.53,17932.33,42964.54,32.91899068,0.998043436,1.490734874
3960,DIAGEO NORTH AMERICA INC,3609,Smirnoff Vanilla Vodka,0.74,0.99,50,118058,87362.92,116244,115081.56,16830.99,6090.3,257032.07,27718.64,24.08608295,0.984634671,1.317281519
480,BACARDI USA INC,4229,Bacardi Black,14.7,19.99,1750,5924,87082.8,6010,128167.9,88506.71,11047.4,89286.27,41085.1,32.05568633,1.014517218,1.471793511
660,SAZERAC NORTH AMERICA INC.,1479,Ten High,9.22,11.99,1750,9433,86972.26,9380,131845.7,71548.14,17236.21,17932.33,44873.44,34.03481494,0.994381427,1.515951178
1128,BROWN-FORMAN CORP,63,Herradura Reposado Tequila,30.46,38.99,750,2855,86963.3,2778,112249.22,88553.1,2190.45,68601.68,25285.92,22.5265886,0.973029772,1.290765415
17035,PERNOD RICARD USA,3085,Absolut Mini Bar 5/50mls,4.72,5.99,50,18419,86937.68,17072,123563.28,57312.26,878.97,123780.22,36625.6,29.64116848,0.926868994,1.421285684
17035,PERNOD RICARD USA,3591,Absolut Vanilia,13.48,16.99,750,6448,86919.04,6334,112144.66,76639.8,4992.09,123780.22,25225.62,22.49382182,0.982320099,1.290219726
12546,JIM BEAM BRANDS COMPANY,2696,McClelland Highland Sgl Malt,25.19,37.99,1750,3439,86628.41,3420,125199.8,99736.79,6287.9,123880.97,38571.39,30.8078687,0.994475138,1.445251044
4425,MARTIGNETTI COMPANIES,12994,Acrobat Pnt Gris Oregon,8.16,12.99,750,10611,86585.76,9170,110585.18,46819.68,1023.41,144929.24,23999.42,21.70220277,0.864197531,1.277175138
9165,ULTRA BEVERAGE COMPANY LLP,3762,Patron Silver Tequila,4.61,5.99,50,18781,86580.41,18313,109694.87,48123.66,944.29,68054.7,23114.46,21.07159615,0.975081199,1.266971016
7153,PINE STATE TRADING CO,6499,Kinky Liqueur,12.68,17.99,750,6812,86376.16,6986,122534.14,88311.68,5505.87,15884.82,36157.98,29.50849453,1.025543159,1.418610644
12546,JIM BEAM BRANDS COMPANY,2986,Hibiki Harmony Japan Whiskey,51.96,65.99,750,1659,86201.64,1557,106710.43,73637.26,1227.03,123880.97,20508.79,19.21910539,0.938517179,1.237916471
3924,HEAVEN HILL DISTILLERIES,1178,Evan Williams Black Label B,7.83,10.99,750,10989,86043.87,10892,120257.58,84328.24,8583.25,14069.87,34213.71,28.45035631,0.991172991,1.397630999
17035,PERNOD RICARD USA,1876,Midleton Rare Irish Whiskey,106.61,149.99,750,806,85927.66,578,88949.22,76365.04,456.06,123780.22,3021.56,3.396949406,0.717121588,1.035163997
1590,DIAGEO CHATEAU ESTATE WINES,12147,Sterling Vintners CA Meritag,5.26,7.95,750,16333,85911.58,14830,127382.74,51165.42,1656.36,7259.75,41471.16,32.55634162,0.907977714,1.482719093
12546,JIM BEAM BRANDS COMPANY,5725,DeKuyper Sour Apple Pucker,7.4,10.99,750,11600,85840,11478,119485.22,79422.83,9042.88,123880.97,33645.22,28.15847851,0.989482759,1.391952703
7245,PROXIMO SPIRITS INC.,2952,Old Bushmills,14.61,18.99,750,5875,85833.75,5782,132962.18,103538.05,4558.62,38994.78,47128.43,35.44498894,0.984170213,1.549066422
9552,M S WALKER INC,3768,Jenkins Vodka,3.62,5.99,750,23649,85609.38,23532,126608.68,50898.27,18530.65,55551.82,40999.3,32.38269288,0.995052645,1.478911306
3960,DIAGEO NORTH AMERICA INC,4241,Capt Morgan Spiced Rum,1.47,1.99,50,58226,85592.22,59308,118022.92,26584.41,3096.97,257032.07,32430.7,27.47830676,1.018582764,1.378897755
8673,STE MICHELLE WINE ESTATES,42766,14 Hands Merlot Wash,5.85,8.95,750,14624,85550.4,14989,148235.97,62541.83,1672.92,15919.7,62685.57,42.28769171,1.024958972,1.732732635
8352,LUXCO INC,1692,Everclear 151,13.4,19.99,750,6382,85518.8,6318,120334.32,89709.97,4980.06,10261.6,34815.52,28.93232787,0.989971796,1.407109548
1392,CONSTELLATION BRANDS INC,3133,Svedka Strwbry Lemonad Vodka,8.79,10.99,750,9724,85473.96,10307,116701.93,69941.41,8119.86,79528.99,31227.97,26.75874341,1.059954751,1.365350687
6359,OLE SMOKY DISTILLERY LLC,1738,Ole Smoky Moonshine Cherries,14.72,19.99,750,5806,85464.32,5732,109616.68,78397.15,4517.96,1922,24152.36,22.03347155,0.987254564,1.282601675
3252,E & J GALLO WINERY,23273,Apothic Crush,6.45,9.99,750,13196,85114.2,11932,108390.36,38600.39,1334.44,61966.91,23276.16,21.47438204,0.904213398,1.273469762
2242,DELICATO VINEYARDS INC,13708,Bota Box Cab Svgn,11.33,17.99,3000,7507,85054.31,7493,138489.07,101689.14,3371.85,7982.65,53434.76,38.58409909,0.998135074,1.628242825
4425,MARTIGNETTI COMPANIES,8737,Freixenet Cordon Negro Brut,7.14,10.99,750,11861,84687.54,11624,142631.76,53821.17,1298.16,144929.24,57944.22,40.62504732,0.980018548,1.684211869
9552,M S WALKER INC,3643,Caldwells Vodka,7.71,12.49,1750,10921,84200.91,11031,111508.19,35849.68,20267.84,55551.82,27307.28,24.48903529,1.010072338,1.324310984
8664,"STOLI GROUP,(USA) LLC",3936,Stolichnaya,15.21,22.99,1000,5534,84172.14,5380,127286.2,64442.76,5649,18544.49,43114.06,33.87174729,0.972172027,1.512212948
1590,DIAGEO CHATEAU ESTATE WINES,32908,Sterling Vintners Cltn Merlo,6.55,9.95,750,12832,84049.6,13263,143443.83,63464.35,1479.4,7259.75,59394.23,41.40591478,1.033587905,1.706656903
12546,JIM BEAM BRANDS COMPANY,4201,Calico Jack Silver Rum,9.55,12.99,1750,8786,83906.3,9031,118800.69,78179.61,16597.8,123880.97,34894.39,29.37221156,1.027885272,1.415873302
12546,JIM BEAM BRANDS COMPANY,1377,Jim Beam Honey,19.19,23.99,1750,4370,83860.3,3765,92406.35,69157.86,6921.14,123880.97,8546.05,9.248336289,0.861556064,1.101908173
7245,PROXIMO SPIRITS INC.,1875,Bushmills Black Bush,20.71,31.99,750,4043,83730.53,4054,112926.46,85714.35,3196.21,38994.78,29195.93,25.85393184,1.002720752,1.348689182
8004,SAZERAC CO INC,5828,Ryans Irish Cream,6.61,8.99,750,12658,83669.38,13458,122713.42,77291.56,10601.78,50293.62,39044.04,31.81725357,1.063201138,1.466646699
9165,ULTRA BEVERAGE COMPANY LLP,26732,Bonterra Cab Svgn Organic,6.79,13.99,750,12319,83646.01,10877,142666.23,65887.25,1212.34,68054.7,59020.22,41.36943971,0.882945044,1.705595162
8892,TRINCHERO FAMILY ESTATES,24805,Menage a Trois Silk Soft Red,6.84,12.99,750,12220,83584.8,11991,133363.09,44314.44,1341.9,11595.97,49778.29,37.32538741,0.981260229,1.595542371
9819,TREASURY WINE ESTATES,17865,Ch St Jean Pnt Nr,6.09,9.99,750,13691,83378.19,13507,140286.33,59492.77,1507.79,14836.57,56908.14,40.56570587,0.986560514,1.682530288
8004,SAZERAC CO INC,5212,Margaritaville Silver,15.38,19.99,1750,5420,83359.6,5341,109308.59,79223.43,9817.41,50293.62,25948.99,23.73920476,0.985424354,1.311289761
8112,MOET HENNESSY USA INC,4664,Hennessy Black Cognac,27.77,35.99,750,2984,82865.68,2925,107263.75,67154.75,2305.34,48347.26,24398.07,22.74586708,0.980227882,1.294429129
12546,JIM BEAM BRANDS COMPANY,5232,DeKuyper Buttershots Schnaps,10.71,16.99,1750,7736,82852.56,7649,120658.51,88084.28,14059.7,123880.97,37805.95,31.3330158,0.988753878,1.456303945
3664,WILLIAM GRANT & SONS INC,2992,Hudson Baby Bourbon Whiskey,35.96,49.99,750,2302,82779.92,2080,103979.2,83633.27,1640.35,30234.42,21199.28,20.38800068,0.90356212,1.256092057
3960,DIAGEO NORTH AMERICA INC,2908,Buchanans Deluxe 18 Yr Old,53.84,69.99,750,1536,82698.24,1357,93502.43,49244.85,1068.73,257032.07,10804.19,11.55498312,0.883463542,1.130645948
4425,MARTIGNETTI COMPANIES,438,Licor 43 Vanilla Liqueur,12.77,19.99,750,6455,82430.35,6381,119411.19,77743.54,5027.71,144929.24,36980.84,30.9693254,0.988536019,1.44863136
10754,PERFECTA WINES,17504,Butternut Chard,7.99,14.99,750,10291,82225.09,8935,120864.65,54844.85,996.23,28720.52,38639.56,31.96928134,0.86823438,1.469924204
4425,MARTIGNETTI COMPANIES,43873,Duckhorn Cab Svgn Napa,46.66,69.99,750,1762,82214.92,1606,110351.94,67662.16,178.16,144929.24,28137.02,25.4975309,0.911464245,1.342237394
3960,DIAGEO NORTH AMERICA INC,7341,Smirnoff Watermelon,0.75,0.99,50,109452,82089,106514,105448.86,15800.4,5580.97,257032.07,23359.86,22.15278572,0.973157183,1.284567482
1392,CONSTELLATION BRANDS INC,8345,R M Woodbridge Cab Svgn Cal,3.37,7.99,750,24358,82086.46,24136,141624.64,41053.17,2702.64,79528.99,59538.18,42.03942195,0.990885951,1.725310605
7239,REMY COINTREAU USA INC,4254,Remy Martin 1738 Accord Royl,23.43,29.99,375,3503,82075.29,2837,72486.63,44047.79,1112.75,16978.67,-9588.66,-13.22817739,0.809877248,0.88317239
